event,result,white_elo,black_elo,eco,event_type,rd_white,rd_black,flag_white,flag_black,play_time_white,play_time_black,rated,time,increment,rating_diff
Rated Rapid game,1-0,1130,1146,C47,rapid,,,,,,,1,600,0,-16
Rated Rapid game,1-0,1719,1833,B13,rapid,45,,,,2513050,,1,600,0,-114
Rated Rapid game,1-0,1878,1886,B40,rapid,,,,,,,1,600,0,-8
Rated Rapid game,1-0,1685,1645,C41,rapid,49,45,,,475066,6148618,1,600,5,40
Rated Rapid game,1-0,1561,1546,B01,rapid,,45,,KG,,11531129,1,600,0,15
Rated Rapid game,1-0,1273,1189,A10,rapid,,,,,,,1,600,0,84
Rated Rapid tournament,1-0,1257,1436,B01,rapid,,,,,,,1,600,0,-179
Rated Rapid tournament,1-0,1927,1922,B00,rapid,45,,,,1755794,,1,600,0,5
Rated Rapid game,1-0,1203,1252,C20,rapid,,,,,,,1,600,0,-49
Rated Rapid tournament,1-0,1952,1567,D00,rapid,,45,,,,6619495,1,600,0,385
Rated Rapid game,1-0,1395,1403,C23,rapid,51,,,,1088250,,1,600,0,-8
Rated Rapid game,1-0,1416,1457,B00,rapid,,56,,,,1594847,1,600,0,-41
Rated Rapid game,1-0,1586,1505,C44,rapid,,121,,,,18264,1,600,0,81
Rated Rapid game,1-0,1384,1316,B08,rapid,,,,,,,1,600,5,68
Rated Rapid game,1-0,1221,1190,C40,rapid,84,90,,,199578,180570,1,600,0,31
Rated Rapid game,1-0,1328,1338,C45,rapid,117,,,,1221111,,1,600,0,-10
Rated Rapid game,1-0,1562,1633,B01,rapid,,,,,,,1,600,0,-71
Rated Rapid game,1-0,1851,1850,A06,rapid,,45,,,,2769917,1,600,0,1
Rated Rapid game,1-0,1254,1191,C54,rapid,83,,,,1631571,,1,600,0,63
Rated Rapid game,1-0,1587,1593,C40,rapid,46,,,,1425066,,1,600,0,-6
Rated Rapid game,1-0,1486,1487,C47,rapid,45,102,BR,BR,12535828,5217798,1,600,0,-1
Rated Rapid game,1-0,1726,1741,B12,rapid,45,,,,25561666,,1,600,0,-15
Rated Rapid game,1-0,1339,1340,B01,rapid,,,,,,,1,600,0,-1
Rated Rapid game,1-0,1475,1456,C40,rapid,45,45,,,2782725,2313314,1,600,0,19
Rated Rapid game,1-0,1555,1517,B06,rapid,56,46,,,2026285,3603904,1,600,0,38
Rated Rapid game,1-0,778,640,C42,rapid,47,89,,,718920,54548,1,600,5,138
Rated Rapid game,1-0,1502,1474,C00,rapid,45,,,,5297355,,1,600,0,28
Rated Rapid game,1-0,2004,1894,D40,rapid,45,130,BR,,16307348,323053,1,600,5,110
Rated Rapid game,1-0,1861,1864,C44,rapid,,,,,,,1,600,0,-3
Rapid swiss,1-0,1246,1168,A00,rapid,175,,MY,,5803,,0,600,2,78
Rated Rapid game,1-0,1076,1048,C42,rapid,,48,,,,236605,1,600,0,28
Rated Rapid game,1-0,1101,1101,A07,rapid,,51,,,,359650,1,600,0,0
Rated Rapid game,1-0,3090,1538,A30,rapid,,78,,,,836423,1,600,0,1552
Rated Rapid game,1-0,797,652,B06,rapid,,,,,,,1,600,0,145
Rated Rapid game,1-0,943,995,D00,rapid,48,71,,,592787,243010,1,600,10,-52
Rated Rapid game,1-0,2324,2308,A46,rapid,,47,,,,6485384,1,600,0,16
Rated Rapid game,1-0,1616,1649,C25,rapid,,45,,,,7436297,1,600,0,-33
Rated Rapid game,1-0,1912,2015,A45,rapid,45,45,,NZ,30623898,9198862,1,600,0,-103
Rated Rapid game,1-0,1953,2017,D20,rapid,56,,,,7568360,,1,600,0,-64
Rated Rapid game,1-0,1201,1192,C46,rapid,46,67,,IN,677762,739615,1,600,0,9
Rated Rapid game,1-0,1994,1936,C02,rapid,45,45,_earth,,16263575,3548170,1,600,0,58
Rated Rapid game,1-0,1586,1570,B00,rapid,,113,,,,12839,1,600,0,16
Rated Rapid game,1-0,2059,2007,C01,rapid,,46,,PH,,5353659,1,600,0,52
Rated Rapid game,1-0,1885,1809,C50,rapid,,45,,,,7261951,1,600,0,76
Rapid swiss,1-0,1560,1644,D00,rapid,,,,,,,0,900,0,-84
Rated Rapid tournament,1-0,1888,1868,B01,rapid,45,,RU,,3496794,,1,600,0,20
Rated Rapid game,1-0,1186,1175,B15,rapid,,,,,,,1,600,0,11
Rated Rapid game,1-0,1472,1447,C55,rapid,,,,,,,1,600,0,25
Rated Rapid game,1-0,1521,1507,B01,rapid,89,,,,482151,,1,600,5,14
Rated Rapid game,1-0,1548,1466,B13,rapid,45,,,,1441796,,1,600,0,82
Rated Rapid game,1-0,2130,2073,A90,rapid,46,,FR,,1458646,,1,600,0,57
Rated Rapid game,1-0,1811,1778,D20,rapid,45,,,,1473130,,1,600,0,33
Rated Rapid game,1-0,1590,1660,C44,rapid,,45,,,,2726556,1,600,0,-70
Rated Rapid game,1-0,1281,1274,C25,rapid,,46,,,,1252031,1,600,0,7
Rated Rapid game,1-0,2095,2156,B00,rapid,,,,,,,1,600,0,-61
Rated Rapid game,1-0,1789,1798,B20,rapid,,,,,,,1,600,0,-9
Rated Rapid game,1-0,2072,2135,A03,rapid,,,,,,,1,600,0,-63
Rated Rapid game,1-0,1520,1585,B12,rapid,81,,,,1412359,,1,600,0,-65
Rated Rapid game,1-0,1332,1283,C40,rapid,45,45,,,1465778,5591596,1,600,0,49
Rated Rapid game,1-0,1578,1651,C50,rapid,,80,,,,475883,1,900,0,-73
Rated Rapid game,1-0,1556,1531,D13,rapid,,,,,,,1,600,0,25
Rated Rapid game,1-0,1996,2062,A52,rapid,45,,,,11948206,,1,600,0,-66
Rated Rapid game,1-0,1843,1843,B12,rapid,,,,,,,1,600,0,0
Rated Rapid game,1-0,1561,1536,B00,rapid,68,,,,7586387,,1,300,5,25
Rated Rapid game,1-0,1879,1811,C50,rapid,45,,,,6483681,,1,600,0,68
Rated Rapid tournament,1-0,1909,2061,C00,rapid,,,,,,,1,600,0,-152
Rated Rapid game,1-0,1039,1005,C25,rapid,,,,,,,1,600,0,34
Rated Rapid game,1-0,1684,1602,A22,rapid,,47,,EG,,1058536,1,600,0,82
Rated Rapid game,1-0,2048,2049,C47,rapid,46,,EG,,4602947,,1,600,0,-1
Rated Rapid game,1-0,1510,1517,C30,rapid,45,51,,,484275,568891,1,600,0,-7
Rated Rapid game,1-0,1653,1659,B00,rapid,45,45,,,1357443,6084922,1,600,0,-6
Rated Rapid game,1-0,1515,1530,C50,rapid,45,,,,4639748,,1,600,0,-15
Rated Rapid game,1-0,986,944,A01,rapid,,,,,,,1,600,0,42
Rated Rapid game,1-0,1666,1667,C44,rapid,,54,,,,261974,1,600,0,-1
Rated Rapid game,1-0,1302,1273,D00,rapid,50,,RS,,2907254,,1,600,0,29
Rated Rapid game,1-0,1010,1025,C44,rapid,,76,,,,48911,1,600,0,-15
Rated Rapid tournament,1-0,1230,1175,C50,rapid,45,,,,4640591,,1,600,0,55
Rated Rapid game,1-0,1729,1731,D30,rapid,,,,,,,1,600,0,-2
Rated Rapid game,1-0,2190,2092,A07,rapid,,,,,,,1,600,0,98
Rated Rapid game,1-0,1681,1689,C40,rapid,90,45,,,62695,2594464,1,600,0,-8
Rated Rapid game,1-0,1208,1203,C50,rapid,73,,,,481583,,1,900,10,5
Rated Rapid game,1-0,949,939,C20,rapid,45,,,,811975,,1,900,10,10
Rated Rapid game,1-0,1375,1379,A00,rapid,76,,,,2898234,,1,600,0,-4
Rated Rapid game,1-0,2080,2112,D30,rapid,66,58,CN,,1424753,1165790,1,600,0,-32
Rated Rapid game,1-0,1918,1923,C41,rapid,70,,,,861289,,1,600,0,-5
Rated Rapid game,1-0,1564,1540,B06,rapid,,,,,,,1,600,0,24
Rated Rapid game,1-0,1401,1400,B32,rapid,69,,,,827248,,1,600,0,1
Rated Rapid game,1-0,1909,1861,C56,rapid,98,45,,,66200,1101290,1,600,5,48
Rated Rapid game,1-0,1668,1655,A04,rapid,,45,,,,2590611,1,600,0,13
Rated Rapid game,1-0,1707,1707,C29,rapid,87,,,,872203,,1,600,0,0
Rated Rapid game,1-0,2030,1975,C50,rapid,,,,,,,1,600,0,55
Rated Rapid game,1-0,1383,1377,A01,rapid,45,45,,,20755738,7134921,1,600,0,6
Rated Rapid game,1-0,1020,1065,D20,rapid,57,,,,835513,,1,600,0,-45
Rated Rapid game,1-0,1753,1748,C40,rapid,61,,,,8440088,,1,600,0,5
Rated Rapid game,1-0,1746,1728,C25,rapid,,,,,,,1,600,0,18
Rated Rapid game,1-0,1993,2094,C57,rapid,45,90,,,13871757,1767951,1,600,0,-101
Rated Rapid game,1-0,1426,1416,C44,rapid,,49,,ES-CT,,2127665,1,600,0,10
Rated Rapid game,1-0,1165,1159,A40,rapid,,46,,,,523169,1,600,0,6
Rated Rapid game,1-0,1491,1475,A01,rapid,,,,,,,1,600,0,16
Rated Rapid game,1-0,1427,1372,A40,rapid,79,66,FR,,3074982,1415399,1,600,0,55
Rated Rapid game,1-0,1694,1776,A40,rapid,,,,,,,1,600,0,-82
Rated Rapid game,1-0,1057,1066,C68,rapid,,59,,,-1,639532,1,600,0,-9
Rated Rapid game,1-0,1758,1784,D00,rapid,49,68,,,2454257,1845581,1,600,0,-26
Rated Rapid game,1-0,1594,1548,C20,rapid,,,,,,,1,600,5,46
Rated Rapid game,1-0,1132,1112,C20,rapid,45,45,,,1327567,3499392,1,600,5,20
Rated Rapid game,1-0,1945,1859,A40,rapid,,45,,,,3540269,1,600,0,86
Rated Rapid game,1-0,1641,1689,D02,rapid,50,,,,4165589,,1,600,0,-48
Rated Rapid game,1-0,1517,1409,B00,rapid,,45,,,,1353298,1,600,0,108
Rated Rapid game,1-0,1710,1734,B23,rapid,,45,,,,9134934,1,600,0,-24
Rated Rapid game,1-0,1082,1179,C50,rapid,49,45,,,473061,1751308,1,600,5,-97
Rated Rapid game,1-0,2055,2049,C20,rapid,61,,,,1934471,,1,600,0,6
Rated Rapid game,1-0,2108,2102,C00,rapid,,93,,,-1,2498883,1,600,0,6
Rated Rapid game,1-0,1185,1096,C20,rapid,86,,,,210822,,1,600,0,89
Rated Rapid game,1-0,1350,1424,C15,rapid,,,,,,,1,600,0,-74
Rated Rapid game,1-0,1819,1789,B10,rapid,,,,,,,1,600,0,30
Rated Rapid game,1-0,1613,1619,B01,rapid,45,45,MX,,18700796,1590036,1,600,0,-6
Rated Rapid game,1-0,1023,1048,D06,rapid,,,,,,,1,600,0,-25
Rated Rapid game,1-0,1382,1415,C54,rapid,46,,,,1133368,,1,900,10,-33
Rated Rapid game,1-0,925,990,C42,rapid,55,,,,407486,,1,600,5,-65
Rated Rapid game,1-0,2161,2047,D01,rapid,,,,,-1,-1,1,300,5,114
Rated Rapid game,1-0,1254,1269,C41,rapid,,88,,,,394814,1,600,0,-15
Rated Rapid game,1-0,1697,1692,C62,rapid,49,78,,,889354,784595,1,600,0,5
Rated Rapid game,1-0,1811,1860,B00,rapid,45,,,,4906880,,1,600,0,-49
Rated Rapid game,1-0,1922,1847,B30,rapid,,75,,IT,,3869225,1,600,0,75
Rated Rapid game,1-0,1720,1765,B21,rapid,,,,,,,1,600,0,-45
Rated Rapid tournament,1-0,1145,753,C23,rapid,,,,,,,1,600,2,392
Rated Rapid game,1-0,1351,1361,C48,rapid,49,,,,1632292,,1,600,5,-10
Rated Rapid game,1-0,1718,1749,C40,rapid,46,49,,,9336241,1084482,1,600,0,-31
Rated Rapid game,1-0,1386,1319,C44,rapid,45,70,CO,,4404239,1054394,1,600,0,67
Rated Rapid game,1-0,1780,1767,D00,rapid,45,,,,2017089,,1,600,0,13
Rated Rapid game,1-0,1071,1136,A00,rapid,52,88,,,1264901,723818,1,600,0,-65
Rated Rapid game,1-0,1078,1178,C00,rapid,,,,,,,1,600,0,-100
Rated Rapid game,1-0,1367,1377,A41,rapid,,78,,EG,,3343962,1,600,0,-10
Rated Rapid tournament,1-0,1970,1490,A40,rapid,,45,,,,11276618,1,600,0,480
Rated Rapid game,1-0,1839,1860,D11,rapid,83,45,,,1841569,42516887,1,600,0,-21
Rated Rapid game,1-0,1049,1128,C42,rapid,,,,,,,1,600,0,-79
Rated Rapid game,1-0,1148,1157,C46,rapid,,,,,,,1,600,0,-9
Rated Rapid game,1-0,1759,1713,C44,rapid,45,45,,,2146792,36899276,1,600,0,46
Rated Rapid game,1-0,1842,1844,C46,rapid,45,57,GT,,8444986,14179390,1,600,0,-2
Rated Rapid game,1-0,1380,1494,C41,rapid,,53,,,,3608274,1,600,0,-114
Rated Rapid game,1-0,1986,2068,D01,rapid,,,,,,,1,600,5,-82
Rated Rapid game,1-0,1811,1806,D30,rapid,74,,,,574777,,1,600,0,5
Rated Rapid game,1-0,1897,1915,B10,rapid,,,,,,,1,600,0,-18
Rated Rapid game,1-0,1290,1278,B06,rapid,,,,,,,1,600,0,12
Rated Rapid game,1-0,1539,1600,C20,rapid,45,,,,3034695,,1,600,0,-61
Rated Rapid game,1-0,1707,1695,D50,rapid,,,,,,,1,600,0,12
Rated Rapid game,1-0,1783,1721,D02,rapid,,72,,,,5550990,1,600,0,62
Rated Rapid game,1-0,975,924,C23,rapid,53,72,,,294139,1103943,1,600,0,51
Rated Rapid game,1-0,1329,1366,B00,rapid,89,57,,,343513,730574,1,600,0,-37
Rated Rapid game,1-0,1412,1396,C40,rapid,68,,,,547586,,1,600,0,16
Rated Rapid game,1-0,1741,1726,B20,rapid,,45,,,,16776595,1,600,0,15
Rated Rapid game,1-0,1057,1109,A40,rapid,51,56,CN,CN,695548,96773,1,600,5,-52
Rated Rapid game,1-0,2057,1952,D02,rapid,60,45,,,6211758,1184387,1,600,0,105
Rated Rapid game,1-0,1965,1949,A70,rapid,,67,,,,768091,1,600,0,16
Rated Rapid game,1-0,1335,1324,C00,rapid,72,,,,433254,,1,600,0,11
Rated Rapid game,1-0,1248,1324,C23,rapid,,45,,GR,,2374053,1,600,5,-76
Rated Rapid game,1-0,1402,1316,C54,rapid,92,,,,785883,,1,600,0,86
Rated Rapid game,1-0,2073,2011,B12,rapid,,45,,,,10447443,1,600,0,62
Rated Rapid game,1-0,1400,1403,C23,rapid,,45,,IN,,1437994,1,600,0,-3
Rated Rapid tournament,1-0,1483,1387,A00,rapid,,,,,,,1,600,0,96
Rated Rapid game,1-0,1071,1098,C41,rapid,,50,,,,514960,1,600,5,-27
Rated Rapid game,1-0,1800,1674,C40,rapid,,45,,,,13728229,1,600,0,126
Rated Rapid game,1-0,1359,1345,C42,rapid,,45,,,,2102911,1,600,0,14
Rated Rapid game,1-0,1282,1243,B00,rapid,,,,,,,1,600,0,39
Rated Rapid game,1-0,995,984,C20,rapid,,,,,,,1,600,5,11
Rapid swiss,1-0,1074,856,C47,rapid,,91,,LV,,66302,0,420,5,218
Rated Rapid game,1-0,1755,1766,C50,rapid,,,,,,,1,600,0,-11
Rated Rapid game,1-0,1681,1652,C21,rapid,45,45,,,2304420,1857336,1,600,5,29
Rated Rapid game,1-0,1949,1915,B00,rapid,66,,,,3793991,,1,600,0,34
Rated Rapid game,1-0,1680,1652,B01,rapid,66,45,,,1124454,3541869,1,600,0,28
Rated Rapid game,1-0,1866,1797,D00,rapid,45,81,,,21399128,5432196,1,600,0,69
Rated Rapid game,1-0,2034,2052,A80,rapid,76,,DE,,1022731,,1,600,0,-18
Rated Rapid game,1-0,1377,1378,B01,rapid,93,,,,346650,,1,600,0,-1
Rated Rapid game,1-0,1324,1326,C23,rapid,46,,,,1288240,,1,600,0,-2
Rated Rapid game,1-0,2282,2305,A45,rapid,,,,,,,1,600,0,-23
Rated Rapid tournament,1-0,2202,1367,C62,rapid,,,,,,,1,600,0,835
Rated Rapid game,1-0,1405,1376,D02,rapid,,,,,,,1,600,0,29
Rated Rapid tournament,1-0,1173,1214,C23,rapid,59,96,CA,IN,586633,468061,1,900,0,-41
Rated Rapid game,1-0,1126,1134,B01,rapid,,,,,,,1,600,0,-8
Rated Rapid game,1-0,1541,1559,C44,rapid,,,,,,,1,600,5,-18
Rated Rapid tournament,1-0,1816,1815,C50,rapid,54,,VN,,1626266,,1,600,0,1
Rated Rapid game,1-0,2056,1948,B23,rapid,,,,,,,1,600,0,108
Rated Rapid game,1-0,1380,1494,C41,rapid,,53,,,,3608274,1,600,0,-114
Rated Rapid game,1-0,1078,1163,C25,rapid,,56,,,,475341,1,600,0,-85
Rated Rapid game,1-0,1546,1566,C59,rapid,,,,,,,1,600,0,-20
Rated Rapid tournament,1-0,1240,1181,C20,rapid,,,,,,,1,600,0,59
Rated Rapid game,1-0,1929,1892,D02,rapid,,45,,,,6483681,1,600,0,37
Rated Rapid game,1-0,1828,1751,A40,rapid,103,,RU,,4288154,,1,600,0,77
Rated Rapid game,1-0,1790,1778,B10,rapid,46,45,AU,,1896724,9374296,1,600,0,12
Rated Rapid game,1-0,1190,1238,A41,rapid,,,,,,,1,600,0,-48
Rated Rapid game,1-0,1807,1787,B11,rapid,,45,,RU,,9109029,1,600,0,20
Rated Rapid game,1-0,1569,1557,D00,rapid,,48,,,,264919,1,600,0,12
Rated Rapid game,1-0,1471,1524,B06,rapid,,45,,,,2878290,1,600,0,-53
Rated Rapid game,1-0,1425,1490,B10,rapid,,,,,,,1,600,0,-65
Rated Rapid game,1-0,2356,2170,B41,rapid,95,,,,703317,,1,600,0,186
Rated Rapid game,1-0,1132,1054,A40,rapid,,45,,,,19488972,1,600,0,78
Rated Rapid game,1-0,1878,1853,C00,rapid,,96,,,,28274,1,600,0,25
Rated Rapid game,1-0,1636,1654,C20,rapid,,76,,,,2012921,1,600,0,-18
Rated Rapid game,1-0,1211,1252,C00,rapid,70,45,TR,,160438,5174553,1,600,0,-41
Rapid swiss,1-0,691,1230,B12,rapid,,,,,,,0,600,2,-539
Rated Rapid game,1-0,1102,1139,C50,rapid,45,45,,,744444,559249,1,600,0,-37
Rated Rapid game,1-0,1237,1331,C00,rapid,,,,,,,1,600,0,-94
Rated Rapid game,1-0,1374,1302,C50,rapid,,74,,,,3786001,1,600,0,72
Rated Rapid game,1-0,2043,2026,B00,rapid,,,,,,,1,600,0,17
Rated Rapid game,1-0,1830,1784,C44,rapid,,45,,,,2069184,1,600,0,46
Rated Rapid tournament,1-0,1465,1593,C50,rapid,,,,,,,1,600,5,-128
Rated Rapid game,1-0,1840,1844,A04,rapid,45,45,RU,,10208330,8082773,1,600,0,-4
Rated Rapid game,1-0,1551,1542,C00,rapid,45,,,,1064497,,1,600,0,9
Rated Rapid game,1-0,1605,1588,C40,rapid,45,,,,7223674,,1,600,0,17
Rapid swiss,1-0,954,1028,B00,rapid,,146,,,,6766,0,600,2,-74
Rated Rapid game,1-0,817,722,C57,rapid,47,,,,610671,,1,600,5,95
Rated Rapid game,1-0,1384,1311,D00,rapid,,49,,,,289181,1,600,0,73
Rated Rapid game,1-0,896,950,D00,rapid,45,,,,2429139,,1,600,0,-54
Rated Rapid game,1/2-1/2,1586,1578,B01,rapid,71,,,,692266,,1,600,0,8
Rated Rapid game,1/2-1/2,1497,1524,C25,rapid,,,,,,,1,600,0,-27
Rated Rapid game,1/2-1/2,769,703,B01,rapid,,72,,,,158734,1,600,5,66
Rated Rapid game,1/2-1/2,1735,1637,A40,rapid,,,,,,,1,600,0,98
Rated Rapid game,1/2-1/2,2798,3046,A20,rapid,,,,,,,1,600,2,-248
Rated Rapid tournament,1/2-1/2,1072,1210,B01,rapid,,,,,,,1,600,0,-138
Rated Rapid game,1/2-1/2,1630,1625,C42,rapid,,,,,,,1,480,0,5
Rated Rapid game,1/2-1/2,1130,1108,C60,rapid,51,,,,1442639,,1,600,0,22
Rated Rapid game,1/2-1/2,861,867,D00,rapid,63,,,,169194,,1,900,10,-6
Rated Rapid game,1/2-1/2,1087,1159,B01,rapid,117,,,,16740,,1,600,0,-72
Rated Rapid game,1/2-1/2,1719,1671,C44,rapid,,,,,,,1,600,0,48
Rated Rapid game,1/2-1/2,1474,1497,C47,rapid,,,,,,,1,600,0,-23
Rated Rapid game,1/2-1/2,1500,1327,C25,rapid,92,80,,NO,36871,398552,1,600,0,173
Rated Rapid game,1/2-1/2,1631,1630,A80,rapid,87,,CA,,1094242,,1,600,5,1
Rated Rapid game,1/2-1/2,1535,1542,D20,rapid,45,87,,,8951560,591770,1,600,0,-7
Rated Rapid game,1/2-1/2,1876,1886,B12,rapid,,45,,,,13051026,1,600,0,-10
Rated Rapid game,1/2-1/2,1988,1975,B13,rapid,,,,,,,1,600,0,13
Rated Rapid game,1/2-1/2,1468,1456,A45,rapid,47,56,,,1084020,1594847,1,600,0,12
Rated Rapid game,1/2-1/2,1489,1521,C20,rapid,,,,,,,1,600,0,-32
Rated Rapid game,1/2-1/2,605,765,C00,rapid,,85,,,,387472,1,600,0,-160
Rated Rapid game,1/2-1/2,1314,1296,B01,rapid,,,,,,,1,600,5,18
Rated Rapid game,1/2-1/2,2204,2245,C56,rapid,,,,,,,1,600,0,-41
Rated Rapid game,1/2-1/2,1176,1346,A46,rapid,45,,_earth,,393990,,1,900,0,-170
Rated Rapid game,1/2-1/2,1271,1318,C54,rapid,,,,,,,1,600,0,-47
Rated Rapid game,1/2-1/2,1766,1545,C41,rapid,,79,,,,204351,1,600,0,221
Rated Rapid game,1/2-1/2,2335,2339,A46,rapid,,49,,RO,,5459738,1,480,5,-4
Rated Rapid game,1/2-1/2,1862,1883,C44,rapid,45,45,,,1317934,4550551,1,600,0,-21
Rated Rapid game,1/2-1/2,1554,1555,A40,rapid,45,45,ZM,,1995984,2472154,1,600,0,-1
Rated Rapid game,1/2-1/2,2160,2062,E91,rapid,45,59,,_earth,44825351,15829453,1,600,1,98
Rated Rapid game,1/2-1/2,1500,1493,C20,rapid,162,,,,2152,,1,600,0,7
Rated Rapid game,1/2-1/2,1020,1015,C36,rapid,,,,,,,1,600,5,5
Rated Rapid game,1/2-1/2,1377,1392,C20,rapid,,,,,,,1,600,0,-15
Rated Rapid game,1/2-1/2,1845,1859,C21,rapid,,,,,,,1,600,0,-14
Rated Rapid game,1/2-1/2,2198,2132,B23,rapid,45,45,,DE,19426768,21753239,1,600,1,66
Rated Rapid game,1/2-1/2,1428,1489,C41,rapid,,52,,,,1654881,1,600,0,-61
Rated Rapid game,1/2-1/2,659,526,C40,rapid,,48,,,,240732,1,600,5,133
Rated Rapid game,1/2-1/2,1723,1739,C41,rapid,85,45,,,768154,14766173,1,600,0,-16
Rated Rapid game,1/2-1/2,2132,2158,B00,rapid,51,,,,5615845,,1,600,0,-26
Rated Rapid game,1/2-1/2,1729,1776,C46,rapid,,,,,,,1,600,0,-47
Rated Rapid game,1/2-1/2,1328,1350,B00,rapid,80,,NO,,398552,,1,600,0,-22
Rated Rapid game,1/2-1/2,1201,1222,C00,rapid,87,,,,317598,,1,600,0,-21
Rated Rapid game,1/2-1/2,1708,1732,C00,rapid,,45,,,,4440952,1,600,0,-24
Rated Rapid game,1/2-1/2,1684,1642,D30,rapid,,,,,,,1,600,0,42
Rated Rapid game,1/2-1/2,1502,1471,A40,rapid,45,,,,3451319,,1,600,0,31
Rated Rapid game,1/2-1/2,1268,1202,D00,rapid,62,,,,242445,,1,600,0,66
Rated Rapid game,1/2-1/2,1764,1787,D06,rapid,74,77,,,287696,569498,1,600,0,-23
Rated Rapid game,1/2-1/2,1392,1424,B01,rapid,45,,TR,,2042153,,1,600,0,-32
Rated Rapid game,1/2-1/2,1872,1883,B27,rapid,,45,,,,6523044,1,600,0,-11
Rated Rapid game,1/2-1/2,1808,1791,B01,rapid,45,,,,5809608,,1,600,0,17
Rapid swiss,1/2-1/2,1566,1335,A80,rapid,,147,,,,4802,0,600,2,231
Rapid swiss,1/2-1/2,1745,1299,C20,rapid,,153,,,,10578,0,600,2,446
Rapid swiss,1/2-1/2,1078,976,A00,rapid,127,,,,9311,,0,600,2,102
Rapid swiss,1/2-1/2,1133,939,A02,rapid,143,168,,IL,12326,63991,0,600,2,194
Rapid swiss,1/2-1/2,1138,922,A40,rapid,118,134,,,16805,8155,0,600,2,216
Rapid swiss,1/2-1/2,897,1142,D00,rapid,,142,,,,8431,0,600,2,-245
Rapid swiss,1/2-1/2,870,1158,A00,rapid,,143,,,,8099,0,600,2,-288
Rapid swiss,1/2-1/2,1163,864,A00,rapid,,,,,,,0,600,2,299
Rapid swiss,1/2-1/2,842,1182,B20,rapid,153,,,,8361,,0,600,2,-340
Rapid swiss,1/2-1/2,800,1217,A00,rapid,175,147,,,5823,9569,0,600,2,-417
Rapid swiss,1/2-1/2,1500,1500,A00,rapid,152,,,,6085,,0,600,2,0
Rapid swiss,1/2-1/2,1087,622,A00,rapid,148,148,,,9487,11782,0,600,2,465
Rapid swiss,1/2-1/2,643,1087,A40,rapid,130,,,,14507,,0,600,2,-444
Rapid swiss,1/2-1/2,700,1112,A00,rapid,,148,,,,9184,0,600,2,-412
Rapid swiss,1/2-1/2,1151,744,A00,rapid,105,144,,,18417,10506,0,600,2,407
Rapid swiss,1/2-1/2,1056,1500,A00,rapid,130,,,,47496,,0,600,2,-444
Rapid swiss,1/2-1/2,774,1191,A00,rapid,168,156,,,9883,10844,0,600,2,-417
Rapid swiss,1/2-1/2,839,1382,A00,rapid,159,176,,,6294,6995,0,600,2,-543
Rapid swiss,1/2-1/2,1500,901,A40,rapid,,,,,,,0,600,2,599
Rapid swiss,1/2-1/2,1500,906,A00,rapid,178,147,,,5606,8821,0,600,2,594
Rapid swiss,1/2-1/2,912,1500,A00,rapid,,176,,,,5542,0,600,2,-588
Rapid swiss,1/2-1/2,916,1500,A40,rapid,,,,,,,0,600,2,-584
Rapid swiss,1/2-1/2,934,1500,C23,rapid,,,,,,,0,600,2,-566
Rapid swiss,1/2-1/2,950,1500,A00,rapid,,175,,MY,,12295,0,600,2,-550
Rapid swiss,1/2-1/2,1500,958,B20,rapid,163,149,,,5006,9216,0,600,2,542
Rapid swiss,1/2-1/2,969,1500,A02,rapid,,172,,,,5535,0,600,2,-531
Rapid swiss,1/2-1/2,1500,1005,A00,rapid,163,137,,,4999,9565,0,600,2,495
Rated Rapid tournament,1/2-1/2,1398,1262,B12,rapid,,88,,,,122340,1,600,4,136
Rated Rapid game,1/2-1/2,856,774,C40,rapid,,45,,,,1718083,1,600,0,82
Rated Rapid game,1/2-1/2,2085,2010,A52,rapid,64,51,,,9836549,2357761,1,600,0,75
Rated Rapid game,1/2-1/2,1526,1465,B20,rapid,,,,,,,1,1200,5,61
Rated Rapid game,1/2-1/2,2041,1909,B10,rapid,,,,,,,1,600,0,132
Rated Rapid game,1/2-1/2,1500,1524,B50,rapid,162,61,CN,,7173,2110700,1,600,0,-24
Rated Rapid game,1/2-1/2,1877,1765,B00,rapid,45,,,,4550551,,1,600,0,112
Rated Rapid game,1/2-1/2,1739,1701,C01,rapid,,,,,,,1,600,0,38
Rated Rapid game,1/2-1/2,1776,1749,B00,rapid,45,45,,AT,1013600,18025260,1,600,0,27
Rated Rapid game,1/2-1/2,1736,1725,A40,rapid,,45,,,,10212495,1,600,5,11
Rapid swiss,1/2-1/2,1353,928,C20,rapid,,122,,,,36707,0,600,2,425
Rapid swiss,1/2-1/2,1266,1013,A40,rapid,,75,,,,45797,0,600,2,253
Rapid swiss,1/2-1/2,1229,1160,C23,rapid,163,170,,,4161,5410,0,600,2,69
Rapid swiss,1/2-1/2,1745,1377,C40,rapid,,,,,,,0,600,2,368
Rated Rapid game,1/2-1/2,1949,1991,A40,rapid,48,53,RU,SY,5078062,8311434,1,600,5,-42
Rapid swiss,1/2-1/2,720,1019,C44,rapid,155,246,,,12646,4733,0,600,2,-299
Rapid swiss,1/2-1/2,1022,639,A00,rapid,,,,,,,0,600,2,383
Rapid swiss,1/2-1/2,1500,950,A00,rapid,,,,,,,0,600,2,550
Rapid swiss,1/2-1/2,1500,1500,A00,rapid,,,,,,,0,600,2,0
