event,result,white_elo,black_elo,eco,event_type,rd_white,rd_black,flag_white,flag_black,play_time_white,play_time_black,rated,time,increment,rating_diff
Rated Rapid game,0-1,646,767,B02,rapid,89,,,,54548,,1,600,5,-121
Rated Rapid game,0-1,1950,1827,C00,rapid,58,45,,,5662904,4341114,1,900,3,123
Rated Rapid game,0-1,1813,1831,B30,rapid,,,,,,,1,600,0,-18
Rated Rapid game,0-1,1249,1297,B06,rapid,45,45,,,1608220,706232,1,600,0,-48
Rated Rapid game,0-1,1434,1492,A04,rapid,47,45,,,1239183,3772460,1,600,0,-58
Rated Rapid game,0-1,1589,1607,A43,rapid,,45,,,,1648983,1,600,0,-18
Rated Rapid game,0-1,489,782,A00,rapid,,71,,,,81701,1,600,0,-293
Rated Rapid tournament,0-1,746,826,C23,rapid,,,,,,,1,900,0,-80
Rated Rapid game,0-1,879,885,C41,rapid,,,,,,,1,600,0,-6
Rated Rapid game,0-1,1124,1063,B00,rapid,,,,,,,1,600,0,61
Rated Rapid game,0-1,1487,1460,C21,rapid,,68,,,,2301464,1,600,5,27
Rated Rapid game,0-1,1656,1720,C41,rapid,47,45,SK,,2360450,4719550,1,600,0,-64
Rated Rapid game,0-1,1963,2053,B15,rapid,,83,,,,398701,1,480,1,-90
Rated Rapid tournament,0-1,1172,1335,?,rapid,,,,,,,1,600,5,-163
Rapid swiss,0-1,799,593,A10,rapid,,170,,,,4385,0,600,2,206
Rated Rapid game,0-1,1705,1717,C50,rapid,45,85,,GB,9246417,419757,1,600,0,-12
Rated Rapid game,0-1,1984,1882,D35,rapid,,,,,,,1,600,0,102
Rated Rapid game,0-1,1682,1678,A40,rapid,83,45,,RU,1823730,4825796,1,600,0,4
Rated Rapid game,0-1,983,1020,A00,rapid,45,,,,5701697,,1,600,0,-37
Rated Rapid game,0-1,2163,2199,A40,rapid,,,,,,,1,600,0,-36
Rated Rapid game,0-1,1172,1075,D02,rapid,,92,,,,34581,1,600,0,97
Rated Rapid game,0-1,2185,2163,B07,rapid,45,,,,4015771,,1,600,0,22
Rated Rapid game,0-1,1462,1552,C50,rapid,62,170,,PL,437572,5323,1,600,0,-90
Rated Rapid game,0-1,1776,1716,D00,rapid,46,45,IR,,6371152,3740591,1,600,0,60
Rated Rapid game,0-1,1456,1414,C41,rapid,,,,,,,1,600,3,42
Rated Rapid game,0-1,1968,1989,E38,rapid,55,45,PT,,810782,7217573,1,600,0,-21
Rated Rapid game,0-1,1790,1667,B00,rapid,,,,,,,1,600,0,123
Rated Rapid game,0-1,1836,1880,D06,rapid,,45,,,,5535105,1,600,5,-44
Rated Rapid game,0-1,1546,1555,A40,rapid,,93,,,,1414395,1,600,5,-9
Rated Rapid game,0-1,1517,1529,C23,rapid,46,,,,3603904,,1,600,0,-12
Rated Rapid game,0-1,1776,1770,C50,rapid,45,45,JP,AZ,2129226,1934051,1,600,0,6
Rated Rapid game,0-1,1837,1847,A00,rapid,64,45,,,742298,13581364,1,600,5,-10
Rated Rapid game,0-1,1900,1918,C26,rapid,66,,IN,,8515744,,1,600,0,-18
Rated Rapid game,0-1,975,997,D00,rapid,45,85,,,1804523,150966,1,600,0,-22
Rated Rapid game,0-1,1416,1352,B22,rapid,86,105,,,978461,224863,1,600,0,64
Rated Rapid game,0-1,1483,1457,E60,rapid,77,91,,,1549443,181703,1,600,0,26
Rated Rapid game,0-1,1120,1185,C40,rapid,,,,,,,1,600,0,-65
Rated Rapid game,0-1,1079,945,D00,rapid,45,,,,3116036,,1,600,0,134
Rated Rapid game,0-1,1691,1663,C00,rapid,50,,,,377727,,1,600,0,28
Rated Rapid game,0-1,1575,1601,B02,rapid,45,,GB,,665251,,1,600,0,-26
Rated Rapid game,0-1,1546,1544,A45,rapid,70,45,,,1185893,485124396,1,600,5,2
Rated Rapid game,0-1,1512,1498,C23,rapid,,,,,,,1,600,0,14
Rated Rapid game,0-1,1949,1847,C00,rapid,,,,,,,1,600,0,102
Rated Rapid game,0-1,1517,1434,B01,rapid,,,,,,,1,600,0,83
Rated Rapid game,0-1,1806,1935,D00,rapid,,,,,,,1,600,0,-129
Rated Rapid tournament,0-1,1718,712,?,rapid,,,,,,,1,600,0,1006
Rapid swiss,0-1,849,912,?,rapid,,134,,,,8155,0,600,2,-63
Rated Rapid game,0-1,1691,1707,B23,rapid,,48,,,,3407746,1,600,0,-16
Rated Rapid game,0-1,2078,2092,A04,rapid,,45,,IL,,19063098,1,600,0,-14
Rated Rapid game,0-1,978,1068,C55,rapid,75,74,,,248742,174000,1,600,0,-90
Rated Rapid game,0-1,1172,1207,C25,rapid,64,45,,,1627692,986318,1,600,0,-35
Rated Rapid game,0-1,1709,1724,C61,rapid,,45,,,,3725111,1,600,0,-15
Rated Rapid game,0-1,1989,2042,A00,rapid,45,,,,24104435,,1,600,5,-53
Rated Rapid game,0-1,1448,1471,C50,rapid,,,,,,,1,600,0,-23
Rated Rapid game,0-1,1977,1970,A40,rapid,,89,,,,310847,1,600,0,7
Rated Rapid tournament,0-1,1405,1876,C41,rapid,,,,,,,1,600,0,-471
Rated Rapid game,0-1,860,944,C20,rapid,,,,,,,1,600,0,-84
Rated Rapid game,0-1,1630,1670,C42,rapid,,,,,,,1,600,0,-40
Rated Rapid game,0-1,1352,1330,C40,rapid,,46,,,,1288240,1,600,0,22
Rated Rapid game,0-1,1367,1513,C62,rapid,,45,,,,12091916,1,600,0,-146
Rated Rapid game,0-1,1852,1871,A01,rapid,45,45,,,661095,6483681,1,600,0,-19
Rated Rapid game,0-1,1915,1872,A40,rapid,,52,,RU,,11245733,1,600,0,43
Rated Rapid game,0-1,2177,2046,C45,rapid,,,,,,,1,600,0,131
Rated Rapid game,0-1,1589,1535,A45,rapid,93,,,,1545753,,1,600,0,54
Rated Rapid game,0-1,1528,1557,C40,rapid,45,,,,6019603,,1,600,5,-29
Rated Rapid tournament,0-1,927,1046,B10,rapid,,,,,,,1,600,0,-119
Rated Rapid game,0-1,1514,1577,C40,rapid,59,87,,,901665,2454255,1,600,0,-63
Rated Rapid game,0-1,1975,1966,C69,rapid,,45,,TR,,10813452,1,600,0,9
Rated Rapid game,0-1,1803,1805,A40,rapid,,45,,,,74177576,1,600,0,-2
Rated Rapid tournament,0-1,1342,1768,C21,rapid,,,,,,,1,480,0,-426
Rated Rapid game,0-1,959,931,A02,rapid,,45,,,,778619,1,600,5,28
Rated Rapid game,0-1,1622,1642,C20,rapid,91,45,,,608063,5933970,1,600,5,-20
Rated Rapid game,0-1,1830,1824,C50,rapid,,,,,,,1,600,0,6
Rated Rapid game,0-1,1196,1156,C41,rapid,,,,,,,1,600,0,40
Rated Rapid game,0-1,618,681,B01,rapid,57,45,IN,,187095,1004231,1,600,0,-63
Rated Rapid game,0-1,2235,2206,A04,rapid,45,45,RU,,5420593,4949266,1,600,0,29
Rated Rapid game,0-1,1474,1471,C26,rapid,,,,,,,1,600,0,3
Rated Rapid game,0-1,1112,1138,B12,rapid,,,,,,,1,600,0,-26
Rated Rapid game,0-1,1684,1624,D00,rapid,,,,,,,1,600,0,60
Rated Rapid game,0-1,1886,1939,A40,rapid,45,45,,RU,21399128,9077791,1,600,0,-53
Rated Rapid game,0-1,1445,1454,D07,rapid,,,,,,,1,600,0,-9
Rated Rapid game,0-1,1659,1731,B12,rapid,,92,,,,101884,1,600,5,-72
Rated Rapid game,0-1,1222,1293,B02,rapid,122,,,,12801,,1,600,0,-71
Rated Rapid game,0-1,1751,1740,A04,rapid,,54,,,,842259,1,600,0,11
Rated Rapid game,0-1,1903,1846,A46,rapid,172,,,,64216,,1,600,0,57
Rated Rapid tournament,0-1,1692,1533,?,rapid,,,,,,,1,600,0,159
Rated Rapid game,0-1,1873,1908,B20,rapid,45,75,,AM,17126045,1366178,1,600,0,-35
Rapid swiss,0-1,1500,1500,B01,rapid,,,,,,,0,600,2,0
Rated Rapid game,0-1,1795,1800,C45,rapid,,,,,,,1,600,5,-5
Rated Rapid tournament,0-1,1718,1705,D07,rapid,45,,AR,,9054913,,1,600,0,13
Rated Rapid game,0-1,1728,1715,A43,rapid,,,,,,,1,600,0,13
Rated Rapid game,0-1,1034,1072,C00,rapid,,,,,,,1,600,5,-38
Rated Rapid game,0-1,1705,1733,B00,rapid,68,45,,,850032,11116380,1,600,0,-28
Rated Rapid game,0-1,1464,1454,C47,rapid,,,,,,,1,600,0,10
Rated Rapid game,0-1,1874,1895,D02,rapid,,,,,,,1,600,0,-21
Rated Rapid game,0-1,1289,1316,C50,rapid,,,,,,,1,600,0,-27
Rapid swiss,0-1,1128,1672,D02,rapid,,,,,,,0,900,0,-544
Rated Rapid tournament,0-1,1305,1682,C48,rapid,78,110,,,41538,78081,1,600,5,-377
Rated Rapid game,0-1,711,640,C23,rapid,57,113,,,45145,142552,1,600,0,71
Rated Rapid game,0-1,1626,1666,A40,rapid,54,,NL,,3747747,,1,600,0,-40
Rated Rapid game,0-1,1894,1928,A82,rapid,104,,,,59484,,1,600,0,-34
Rated Rapid game,0-1,1629,1642,A00,rapid,,45,,_earth,,349112,1,600,0,-13
Rated Rapid game,0-1,2205,2138,B12,rapid,,,,,,,1,600,0,67
Rated Rapid game,0-1,1965,2045,B00,rapid,,,,,,,1,600,0,-80
Rated Rapid game,0-1,1757,1788,C00,rapid,,45,,,,7276969,1,600,0,-31
Rated Rapid game,0-1,2296,2202,A40,rapid,,,,,,,1,600,0,94
Rated Rapid game,0-1,1329,1307,C23,rapid,,45,,,,4297275,1,600,0,22
Rated Rapid game,0-1,1581,1646,C22,rapid,78,47,,,1399429,1038945,1,600,0,-65
Rated Rapid game,0-1,2065,2040,B78,rapid,,,,,,,1,600,5,25
Rated Rapid game,0-1,1216,1207,C00,rapid,65,54,,,3787412,1353404,1,600,0,9
Rated Rapid game,0-1,2061,2083,B22,rapid,,,,,,,1,600,0,-22
Rated Rapid game,0-1,1756,1757,B10,rapid,,54,,,,171144,1,600,0,-1
Rated Rapid game,0-1,1570,1615,B10,rapid,,65,,EG,,539562,1,600,5,-45
Rated Rapid game,0-1,1704,1714,B50,rapid,,,,,,,1,600,0,-10
Rated Rapid game,0-1,614,646,C20,rapid,,,,,,,1,600,0,-32
Rated Rapid game,0-1,2065,2066,D02,rapid,,,,,,,1,600,0,-1
Rated Rapid game,0-1,1885,1842,B01,rapid,,55,,ZW,,2486979,1,600,0,43
Rated Rapid game,0-1,1186,1184,A40,rapid,,90,,,,180570,1,600,0,2
Rated Rapid game,0-1,1887,1989,C00,rapid,57,,,,-1,,1,600,0,-102
Rated Rapid game,0-1,2239,2173,B40,rapid,45,,,,2690328,,1,600,5,66
Rated Rapid game,0-1,1879,1922,C40,rapid,49,58,,,575624,5662904,1,1200,0,-43
Rated Rapid game,0-1,1394,1447,A40,rapid,,67,,,,942130,1,600,0,-53
Rated Rapid game,0-1,1489,1499,C50,rapid,,,,,,,1,600,5,-10
Rated Rapid game,0-1,775,686,C23,rapid,,107,,,,40235,1,900,10,89
Rated Rapid game,0-1,1723,1673,C44,rapid,51,45,,,4266831,4769372,1,600,0,50
Rated Rapid game,0-1,808,893,C50,rapid,60,81,RU,,285345,475473,1,600,5,-85
Rated Rapid game,0-1,1653,1702,C41,rapid,45,45,,,21777178,14457583,1,600,5,-49
Rated Rapid tournament,0-1,1488,1714,A06,rapid,,,,,,,1,300,5,-226
Rated Rapid game,0-1,1103,1101,C23,rapid,,45,,,,744444,1,600,0,2
Rated Rapid game,0-1,677,824,A00,rapid,,,,,,,1,600,0,-147
Rated Rapid game,0-1,1260,1275,C20,rapid,,66,,,,570771,1,600,0,-15
Rated Rapid game,0-1,932,958,B01,rapid,96,,,,217294,,1,600,0,-26
Rated Rapid game,0-1,1809,1842,B23,rapid,,,,,,,1,600,0,-33
Rated Rapid tournament,0-1,1017,1129,C50,rapid,,,,,,,1,600,5,-112
Rated Rapid game,0-1,1888,1881,D02,rapid,,,,,,,1,600,0,7
Rated Rapid game,0-1,734,695,C23,rapid,57,,,,45145,,1,600,0,39
Rated Rapid game,0-1,1503,1498,B20,rapid,,49,,,,894240,1,600,0,5
Rated Rapid game,0-1,1836,1850,D10,rapid,,,,,,,1,600,5,-14
Rated Rapid game,0-1,1702,1618,A21,rapid,45,,,,7065379,,1,600,0,84
Rated Rapid game,0-1,1735,1675,C44,rapid,,,,,,,1,600,0,60
Rated Rapid tournament,0-1,1377,1136,B01,rapid,,,,,,,1,600,0,241
Rated Rapid game,0-1,1598,1616,B10,rapid,92,,,,773490,,1,600,0,-18
Rated Rapid game,0-1,1367,1359,B00,rapid,,,,,,,1,600,0,8
Rated Rapid game,0-1,1987,2069,A00,rapid,45,52,,DO,24104435,6271964,1,600,5,-82
Rated Rapid game,0-1,1774,1770,B10,rapid,52,45,,US,2848874,7120752,1,600,5,4
Rated Rapid game,0-1,838,893,A10,rapid,,61,,,,401917,1,600,0,-55
Rated Rapid tournament,0-1,1778,1720,C44,rapid,,,,,,,1,480,0,58
Rated Rapid game,0-1,1946,1973,D45,rapid,72,45,,,5505512,18907254,1,600,0,-27
Rated Rapid game,0-1,1383,1371,C41,rapid,,,,,,,1,600,0,12
Rated Rapid game,0-1,1687,1674,C07,rapid,66,,,,1124454,,1,600,0,13
Rated Rapid game,0-1,1960,1967,C53,rapid,,,,,,,1,600,0,-7
Rated Rapid game,0-1,1815,1771,C40,rapid,45,55,,,1011878,4880170,1,600,0,44
Rated Rapid game,0-1,1557,1611,B13,rapid,,,,,,,1,600,0,-54
Rated Rapid game,0-1,1806,1873,D06,rapid,86,81,,,1531039,502060,1,600,0,-67
Rated Rapid game,0-1,1655,1615,A45,rapid,47,45,,,2579130,376863,1,600,5,40
Rated Rapid game,0-1,1036,1061,C20,rapid,48,,,,1898702,,1,600,0,-25
Rated Rapid game,0-1,1727,1709,B10,rapid,,72,,,,1294538,1,600,0,18
Rated Rapid game,0-1,1921,1829,C00,rapid,45,,,,10717192,,1,300,5,92
Rated Rapid game,0-1,2012,1956,C50,rapid,,,,,,,1,600,0,56
Rated Rapid tournament,0-1,1186,1180,B21,rapid,,,,,,,1,600,0,6
Rated Rapid game,0-1,1910,1905,D10,rapid,,45,,IQ,,12257692,1,600,0,5
Rated Rapid game,0-1,1419,1404,D01,rapid,,,,,,,1,600,0,15
Rated Rapid game,0-1,1620,1711,B00,rapid,45,,,,1648983,,1,600,0,-91
Rated Rapid game,0-1,1887,1909,A45,rapid,47,45,,SI,1667825,8948408,1,600,0,-22
Rated Rapid game,0-1,1876,1796,A45,rapid,49,46,IN,,16524510,3669946,1,600,0,80
Rated Rapid game,0-1,2037,2112,D00,rapid,69,,,,604199,,1,600,0,-75
Rated Rapid game,0-1,1534,1525,C50,rapid,,,,,,,1,600,5,9
Rated Rapid game,0-1,1276,1311,C20,rapid,,,,,,,1,600,0,-35
Rated Rapid game,0-1,1912,1809,B01,rapid,45,,ID,,8631528,,1,600,0,103
Rated Rapid game,0-1,400,400,B18,rapid,,253,,,,7925,1,600,0,0
Rated Rapid game,0-1,1284,1294,D01,rapid,,,,,,,1,600,0,-10
Rated Rapid game,0-1,1500,1638,D32,rapid,,,,,,,1,600,0,-138
Rapid swiss,0-1,1460,1258,A00,rapid,,,,,,,0,600,2,202
Rated Rapid game,0-1,1908,1861,D04,rapid,67,61,,,1907090,22210025,1,600,0,47
Rapid swiss,0-1,974,1540,C42,rapid,,,,,,,0,600,2,-566
Rated Rapid game,0-1,1459,1430,B21,rapid,,,,,,,1,600,0,29
Rated Rapid game,0-1,1242,1207,D00,rapid,,,,,,,1,600,0,35
Rated Rapid game,0-1,1504,1476,A20,rapid,49,55,,,894240,522520,1,600,0,28
Rated Rapid game,0-1,813,869,C47,rapid,131,45,,,14180,890498,1,600,0,-56
Rated Rapid game,0-1,1596,1547,B40,rapid,,,,,,,1,600,0,49
Rated Rapid game,0-1,1638,1662,C50,rapid,45,,FR,,14377939,,1,600,0,-24
Rated Rapid game,0-1,1246,1257,A06,rapid,92,,,,478898,,1,600,0,-11
Rated Rapid game,0-1,1648,1594,C44,rapid,48,45,,,230058,1649715,1,900,0,54
Rated Rapid game,0-1,1274,1288,D00,rapid,,45,,,,3090663,1,600,0,-14
Rated Rapid game,0-1,1651,1717,A40,rapid,,45,,,,11133918,1,600,0,-66
Rated Rapid tournament,0-1,2007,1854,A13,rapid,,,,,,,1,600,0,153
Rated Rapid game,0-1,1719,1706,C68,rapid,,45,,,,5695950,1,600,0,13
Rated Rapid game,0-1,1829,1854,A45,rapid,45,,IN,,3498470,,1,600,0,-25
Rated Rapid game,0-1,1499,1459,C50,rapid,45,76,,,1901940,1068552,1,600,0,40
Rated Rapid game,0-1,742,622,C20,rapid,,101,,,,17847,1,600,0,120
Rated Rapid game,0-1,1667,1719,C42,rapid,45,56,,,1839852,2533690,1,600,0,-52
Rated Rapid game,0-1,1931,2016,D02,rapid,45,57,,TR,3548170,2108365,1,600,0,-85
Rated Rapid game,0-1,1385,1382,A10,rapid,45,84,,,9522083,105136,1,600,0,3
Rated Rapid tournament,0-1,1267,1152,C20,rapid,,,,,,,1,600,0,115
Rated Rapid game,0-1,1044,873,C64,rapid,45,,,,374578,,1,600,0,171
Rated Rapid game,0-1,1682,1664,C66,rapid,,,,,,,1,600,0,18
Rated Rapid game,0-1,1841,1861,C02,rapid,,,,,,,1,600,5,-20
Rated Rapid game,0-1,1664,1755,C45,rapid,45,45,,BY,10691394,9166808,1,300,8,-91
Rated Rapid game,0-1,1451,1451,C34,rapid,,45,,,,6917984,1,600,0,0
Rated Rapid game,0-1,1390,1395,C40,rapid,,,,,,,1,600,0,-5
Rated Rapid game,0-1,1921,1931,E30,rapid,,,,,,,1,600,0,-10
Rated Rapid game,0-1,1454,1496,C41,rapid,,,,,,,1,600,0,-42
Rapid swiss,0-1,864,1037,A00,rapid,193,152,,,4238,32659,0,600,2,-173
Rated Rapid game,0-1,1210,1334,C50,rapid,,,,,,,1,600,0,-124
Rated Rapid game,0-1,1503,1509,A00,rapid,,45,,,,18228119,1,600,0,-6
Rated Rapid game,0-1,1093,1179,C00,rapid,,91,,,,51475,1,600,0,-86
Rated Rapid game,0-1,1727,1714,C24,rapid,45,45,,,9134934,6969121,1,600,0,13
Rated Rapid game,0-1,1500,1487,C41,rapid,188,53,,,1412,3608274,1,600,0,13
Rated Rapid tournament,0-1,1926,2161,D00,rapid,,,,,,,1,600,0,-235
Rated Rapid tournament,0-1,1422,1429,B32,rapid,,45,,MY,,773155,1,600,0,-7
Rated Rapid game,0-1,1139,1087,A00,rapid,,84,,,,143031,1,600,0,52
Rated Rapid game,0-1,1415,1393,A01,rapid,45,89,FR,,2282200,117833,1,600,5,22
Rated Rapid game,0-1,1366,1368,C50,rapid,45,45,,BO,909199,4016813,1,600,0,-2
Rated Rapid game,0-1,1754,1671,B22,rapid,45,,,,11941904,,1,600,0,83
Rated Rapid game,0-1,989,976,B01,rapid,,,,,,,1,600,0,13
Rated Rapid game,0-1,1723,1632,C58,rapid,,58,,,,1829598,1,600,5,91
Rated Rapid game,0-1,1607,1648,C44,rapid,49,55,_russia-wbw,IR,3190091,1653046,1,600,0,-41
Rated Rapid game,0-1,826,785,C00,rapid,68,45,,,69157,9835283,1,900,10,41
Rated Rapid game,0-1,1741,1725,B01,rapid,45,,RS,,14023920,,1,600,0,16
Rated Rapid game,0-1,1528,1443,D02,rapid,,45,,,,10246563,1,600,5,85
Rated Rapid game,0-1,1200,1239,A40,rapid,55,,NP,,274661,,1,600,0,-39
Rated Rapid game,0-1,1383,1353,D20,rapid,45,,,,3663357,,1,600,0,30
Rated Rapid game,0-1,1769,1768,A02,rapid,,53,,,,8597865,1,600,0,1
Rated Rapid game,0-1,1790,1745,D02,rapid,62,,,,485632,,1,600,0,45
Rated Rapid game,0-1,1504,1476,A20,rapid,49,55,,,894240,522520,1,600,0,28
Rated Rapid game,0-1,1676,1720,B13,rapid,57,,,,1038220,,1,600,0,-44
Rated Rapid game,0-1,1457,1423,C30,rapid,,,,,,,1,600,0,34
Rated Rapid game,0-1,1353,1245,A00,rapid,,,,,,,1,600,0,108
Rated Rapid game,0-1,1612,1636,A40,rapid,45,45,,,10971653,7223674,1,600,0,-24
Rated Rapid game,0-1,1877,1919,C50,rapid,45,47,,,6898480,8521936,1,600,0,-42
Rated Rapid game,0-1,812,756,C25,rapid,45,60,,RU,507053,285345,1,600,5,56
Rated Rapid game,0-1,1807,1841,C30,rapid,50,,,,19668293,,1,600,0,-34
Rated Rapid game,0-1,1797,1854,B10,rapid,50,,,,19668293,,1,600,0,-57
Rated Rapid game,0-1,1910,1855,B70,rapid,48,,,,1169263,,1,600,0,55
Rated Rapid game,0-1,1693,1688,A00,rapid,,45,,,,7075769,1,600,0,5
Rated Rapid game,0-1,961,965,A40,rapid,66,75,,,752238,248742,1,600,0,-4
Rated Rapid tournament,0-1,1322,1456,B00,rapid,45,,,,3100115,,1,600,0,-134
Rated Rapid game,0-1,1079,1024,B06,rapid,,,,,,,1,600,0,55
Rated Rapid game,0-1,1086,1089,C42,rapid,,45,,,,268912,1,600,0,-3
Rated Rapid game,0-1,938,889,B02,rapid,,,,,,,1,600,0,49
Rapid swiss,0-1,1683,952,C00,rapid,,,,,,,0,600,2,731
Rated Rapid game,0-1,1935,1943,B01,rapid,,45,,,,17375191,1,600,0,-8
Rated Rapid game,0-1,1725,1654,B40,rapid,46,65,RU,AU,4783472,1225744,1,600,5,71
Rated Rapid game,0-1,1997,2152,A46,rapid,,,,,,,1,600,0,-155
Rated Rapid game,0-1,1210,1115,A00,rapid,45,,TR,,1807427,,1,600,0,95
Rated Rapid game,0-1,1500,1553,B00,rapid,,,,,,,1,600,0,-53
Rated Rapid game,0-1,986,987,C00,rapid,,,,,,,1,600,0,-1
Rated Rapid game,0-1,1586,1609,B01,rapid,,,,,,,1,600,0,-23
Rated Rapid game,0-1,1500,1519,A00,rapid,115,46,,,6571,299110,1,600,0,-19
Rated Rapid game,0-1,1534,1570,D06,rapid,80,,,,1081555,,1,1200,5,-36
Rated Rapid game,0-1,1397,1696,B12,rapid,154,,,,32834,,1,540,0,-299
Rated Rapid game,0-1,1554,1604,B21,rapid,45,,,,15754801,,1,600,0,-50
Rated Rapid game,0-1,1809,1835,B50,rapid,,58,,,,812411,1,600,5,-26
Rated Rapid game,0-1,1797,1793,C00,rapid,46,118,AZ,,7595395,141821,1,600,5,4
Rated Rapid game,0-1,1609,1612,A40,rapid,,48,,,,2605605,1,600,5,-3
Rated Rapid game,0-1,988,933,A40,rapid,71,,,,243010,,1,600,10,55
Rated Rapid game,0-1,1915,1904,D21,rapid,,,,,,,1,600,0,11
Rated Rapid game,0-1,1195,1172,D00,rapid,,52,,,,705037,1,600,0,23
Rated Rapid game,0-1,1395,1440,D02,rapid,,,,,,,1,600,0,-45
Rated Rapid game,0-1,1807,1769,C25,rapid,,55,,,,4880170,1,600,0,38
Rated Rapid game,0-1,1544,1604,A21,rapid,,45,,,,7223674,1,600,0,-60
Rated Rapid game,0-1,1886,1923,C20,rapid,,,,,,,1,600,0,-37
Rated Rapid game,0-1,1410,1493,B20,rapid,,,,,,,1,600,0,-83
Rated Rapid game,0-1,1079,1182,C40,rapid,94,,,,327084,,1,600,0,-103
Rated Rapid game,0-1,1167,1226,B00,rapid,93,,RU,,287067,,1,600,0,-59
Rated Rapid game,0-1,1547,1655,C20,rapid,,45,,,,10691394,1,300,8,-108
Rated Rapid game,0-1,1540,1477,C41,rapid,102,45,TR,,746609,26308843,1,600,0,63
Rated Rapid game,0-1,1488,1454,A40,rapid,45,,,,4819163,,1,600,0,34
Rated Rapid tournament,0-1,1672,1971,B20,rapid,49,,,,660967,,1,600,0,-299
Rated Rapid game,0-1,1496,1506,C42,rapid,48,88,,IN,3946154,1049492,1,600,0,-10
Rated Rapid game,0-1,1482,1534,C40,rapid,,,,,,,1,600,0,-52
Rated Rapid game,0-1,964,937,B12,rapid,49,60,,,319722,270563,1,600,0,27
Rated Rapid game,0-1,987,948,D02,rapid,,,,,,,1,600,5,39
Rated Rapid game,0-1,1509,1500,C24,rapid,,63,,MW,,1526152,1,600,0,9
Rated Rapid game,0-1,1213,1188,C40,rapid,,,,,,,1,600,0,25
Rated Rapid game,0-1,1562,1539,B30,rapid,,,,,,,1,600,0,23
Rated Rapid game,0-1,1427,1331,B01,rapid,72,45,,,786622,7492201,1,300,10,96
Rated Rapid game,0-1,1311,1252,D04,rapid,,,,,,,1,900,10,59
Rated Rapid game,0-1,1273,1268,C00,rapid,84,88,,,536880,278315,1,600,0,5
Rated Rapid game,0-1,1208,1219,C40,rapid,,,,,,,1,600,0,-11
Rated Rapid game,0-1,1658,1703,A40,rapid,,45,,,,8710839,1,600,5,-45
Rated Rapid game,0-1,1641,1648,C00,rapid,,,,,,,1,600,5,-7
Rated Rapid game,0-1,1154,1250,A00,rapid,105,,IN,,24585,,1,600,0,-96
Rated Rapid game,0-1,979,747,C20,rapid,,,,,,,1,600,5,232
Rated Rapid game,0-1,1312,1328,C40,rapid,71,57,,,202835,592963,1,600,0,-16
Rated Rapid game,0-1,1670,1805,B02,rapid,,,,,,,1,600,5,-135
Rapid swiss,0-1,1308,1136,C47,rapid,,,,,,,0,900,0,172
Rated Rapid game,0-1,1022,1005,A00,rapid,,,,,,,1,600,5,17
Rated Rapid game,0-1,1646,1649,B21,rapid,,,,,,-1,1,600,5,-3
Rapid swiss,0-1,849,912,?,rapid,,134,,,,8155,0,600,2,-63
Rated Rapid game,0-1,1515,1555,A40,rapid,58,,MX,,5104318,,1,600,0,-40
Rated Rapid game,0-1,1334,1349,C44,rapid,,,,,,,1,600,5,-15
Rated Rapid game,0-1,1819,1801,A00,rapid,45,,,,1271004,,1,600,0,18
Rated Rapid game,0-1,1638,1625,B10,rapid,,,,,,,1,600,0,13
Rated Rapid tournament,0-1,1229,1475,C01,rapid,45,,,,342372,,1,300,5,-246
Rated Rapid game,0-1,1838,1810,C00,rapid,53,46,,,2565675,10642749,1,600,0,28
Rated Rapid game,0-1,1266,1259,B01,rapid,,,,,,,1,600,0,7
Rated Rapid game,0-1,1128,1163,C42,rapid,46,91,,,248669,287059,1,600,0,-35
Rated Rapid game,0-1,1576,1449,C45,rapid,,,,,,,1,600,0,127
Rated Rapid game,0-1,1838,1810,C00,rapid,53,46,,,2565675,10642749,1,600,0,28
Rated Rapid tournament,0-1,1820,2093,B23,rapid,,125,,MX,,74943,1,600,0,-273
Rated Rapid game,0-1,1153,1126,D02,rapid,64,70,,RU,142398,623989,1,600,0,27
Rated Rapid game,0-1,952,1032,D00,rapid,,,,,,,1,600,0,-80
Rated Rapid game,0-1,1448,1429,A40,rapid,,,,,,,1,600,0,19
Rated Rapid game,0-1,1485,1496,C50,rapid,,75,,,,2350653,1,600,0,-11
Rated Rapid game,0-1,1794,1890,B00,rapid,45,,IN,,3455879,,1,720,0,-96
Rated Rapid game,0-1,972,800,A45,rapid,,,,,,,1,600,5,172
Rated Rapid game,0-1,2006,2013,B40,rapid,,,,,,,1,600,0,-7
Rated Rapid game,0-1,1347,1240,A13,rapid,121,,RU,,13109,,1,600,5,107
Rated Rapid game,0-1,1828,1839,B40,rapid,,,,,,,1,600,5,-11
Rated Rapid game,0-1,1380,1384,C50,rapid,,45,,CO,-1,4404239,1,600,0,-4
Rated Rapid game,0-1,1843,1809,A00,rapid,45,,,,3043574,,1,600,5,34
Rated Rapid game,0-1,1606,1619,B10,rapid,,91,,IN,,520262,1,600,5,-13
Rated Rapid game,0-1,2069,2034,B13,rapid,,,,,,,1,600,0,35
Rated Rapid game,0-1,1604,1575,C41,rapid,66,,,,1332904,,1,600,0,29
Rated Rapid game,0-1,1653,1607,B13,rapid,45,,FR,,14377939,-1,1,600,0,46
Rated Rapid game,0-1,1268,1250,D00,rapid,86,,,,986257,,1,600,0,18
